WELL DEPT GR MR DR SR NPHI RHOB DT VSH RW
LL-4	75.5	nan	nan	nan	nan	nan	nan	nan	nan	0.200601
LL-4	76.0	nan	nan	nan	nan	nan	nan	nan	nan	0.20057
LL-4	76.5	nan	nan	nan	nan	nan	nan	nan	nan	0.200538
LL-4	77.0	nan	nan	nan	nan	nan	nan	nan	nan	0.200507
LL-4	77.5	nan	nan	nan	nan	nan	nan	nan	nan	0.200476
LL-4	78.0	nan	nan	nan	nan	nan	nan	nan	nan	0.200444
LL-4	78.5	nan	nan	nan	nan	nan	nan	nan	nan	0.200413
LL-4	79.0	nan	nan	nan	nan	nan	nan	nan	nan	0.200381
LL-4	79.5	nan	nan	nan	nan	nan	nan	nan	nan	0.20035
LL-4	80.0	nan	nan	nan	nan	nan	nan	nan	nan	0.200319
LL-4	80.5	nan	nan	nan	nan	nan	nan	nan	nan	0.200287
LL-4	81.0	nan	nan	nan	nan	nan	nan	nan	nan	0.200256
LL-4	81.5	nan	nan	nan	nan	nan	nan	nan	nan	0.200225
LL-4	82.0	nan	nan	nan	nan	nan	nan	nan	nan	0.200193
LL-4	82.5	nan	nan	nan	nan	nan	nan	nan	nan	0.200162
LL-4	83.0	nan	nan	nan	nan	nan	nan	nan	nan	0.200131
LL-4	83.5	nan	nan	nan	nan	nan	nan	nan	nan	0.200099
LL-4	84.0	nan	nan	nan	nan	nan	nan	nan	nan	0.200068
LL-4	84.5	nan	nan	nan	nan	nan	nan	nan	nan	0.200037
LL-4	85.0	nan	nan	nan	nan	nan	nan	nan	nan	0.200006
LL-4	85.5	nan	nan	nan	nan	nan	nan	nan	nan	0.199974
LL-4	86.0	nan	nan	nan	nan	nan	nan	nan	nan	0.199943
LL-4	86.5	nan	nan	nan	nan	nan	nan	nan	nan	0.199912
LL-4	87.0	nan	nan	nan	nan	nan	nan	nan	nan	0.199881
LL-4	87.5	nan	nan	nan	nan	nan	nan	nan	nan	0.199849
LL-4	88.0	nan	nan	nan	nan	nan	nan	nan	nan	0.199818
LL-4	88.5	nan	nan	nan	nan	nan	nan	nan	nan	0.199787
LL-4	89.0	nan	nan	nan	nan	nan	nan	nan	nan	0.199756
LL-4	89.5	nan	nan	nan	nan	nan	nan	nan	nan	0.199725
LL-4	90.0	nan	nan	nan	nan	nan	nan	nan	nan	0.199694
LL-4	90.5	nan	nan	nan	nan	nan	nan	nan	nan	0.199662
LL-4	91.0	nan	nan	nan	nan	nan	nan	nan	nan	0.199631
LL-4	91.5	nan	nan	nan	nan	nan	nan	nan	nan	0.1996
LL-4	92.0	nan	nan	nan	nan	nan	nan	nan	nan	0.199569
LL-4	92.5	nan	nan	nan	nan	nan	nan	nan	nan	0.199538
LL-4	93.0	nan	nan	nan	nan	nan	nan	nan	nan	0.199507
LL-4	93.5	nan	nan	nan	nan	nan	nan	nan	nan	0.199476
LL-4	94.0	nan	nan	nan	nan	nan	nan	nan	nan	0.199445
LL-4	94.5	nan	nan	nan	nan	nan	nan	nan	nan	0.199414
LL-4	95.0	nan	nan	nan	nan	nan	nan	nan	nan	0.199382
LL-4	95.5	nan	nan	nan	nan	nan	nan	nan	nan	0.199351
LL-4	96.0	nan	nan	nan	nan	nan	nan	nan	nan	0.19932
LL-4	96.5	nan	nan	nan	nan	nan	nan	nan	nan	0.199289
LL-4	97.0	nan	nan	nan	nan	nan	nan	nan	nan	0.199258
LL-4	97.5	nan	nan	nan	nan	nan	nan	nan	nan	0.199227
LL-4	98.0	nan	nan	nan	nan	nan	nan	nan	nan	0.199196
LL-4	98.5	nan	nan	nan	nan	nan	nan	nan	nan	0.199165
LL-4	99.0	nan	nan	nan	nan	nan	nan	nan	nan	0.199134
LL-4	99.5	nan	nan	nan	nan	nan	nan	nan	nan	0.199103
LL-4	100.0	nan	nan	nan	nan	nan	nan	nan	nan	0.199072
LL-4	100.5	nan	nan	nan	nan	nan	nan	nan	nan	0.199041
LL-4	101.0	nan	nan	nan	nan	nan	nan	nan	nan	0.19901
LL-4	101.5	nan	nan	nan	nan	nan	nan	nan	nan	0.198979
LL-4	102.0	nan	nan	nan	nan	nan	nan	nan	nan	0.198949
LL-4	102.5	nan	nan	nan	nan	nan	nan	nan	nan	0.198918
LL-4	103.0	nan	nan	nan	nan	nan	nan	nan	nan	0.198887
LL-4	103.5	nan	nan	nan	nan	nan	nan	nan	nan	0.198856
LL-4	104.0	nan	nan	nan	nan	nan	nan	nan	nan	0.198825
LL-4	104.5	nan	nan	nan	nan	nan	nan	nan	nan	0.198794
LL-4	105.0	nan	nan	nan	nan	nan	nan	nan	nan	0.198763
LL-4	105.5	nan	nan	nan	nan	nan	nan	nan	nan	0.198732
LL-4	106.0	nan	nan	nan	nan	nan	nan	nan	nan	0.198701
LL-4	106.5	nan	nan	nan	nan	nan	nan	nan	nan	0.198671
LL-4	107.0	nan	nan	nan	nan	nan	nan	nan	nan	0.19864
LL-4	107.5	nan	nan	nan	nan	nan	nan	nan	nan	0.198609
LL-4	108.0	nan	nan	nan	nan	nan	nan	nan	nan	0.198578
LL-4	108.5	nan	nan	nan	nan	nan	nan	nan	nan	0.198547
LL-4	109.0	nan	nan	nan	nan	nan	nan	nan	nan	0.198517
LL-4	109.5	nan	nan	nan	nan	nan	nan	nan	nan	0.198486
LL-4	110.0	nan	nan	nan	nan	nan	nan	nan	nan	0.198455
LL-4	110.5	nan	nan	nan	nan	nan	nan	nan	nan	0.198424
LL-4	111.0	nan	nan	nan	nan	nan	nan	nan	nan	0.198393
LL-4	111.5	nan	nan	nan	nan	nan	nan	nan	nan	0.198363
LL-4	112.0	nan	nan	nan	nan	nan	nan	nan	nan	0.198332
LL-4	112.5	nan	nan	nan	nan	nan	nan	nan	nan	0.198301
LL-4	113.0	nan	nan	nan	nan	nan	nan	nan	nan	0.19827
LL-4	113.5	nan	nan	nan	nan	nan	nan	nan	nan	0.19824
LL-4	114.0	nan	nan	nan	nan	nan	nan	nan	nan	0.198209
LL-4	114.5	nan	nan	nan	nan	nan	nan	nan	nan	0.198178
LL-4	115.0	nan	nan	nan	nan	nan	nan	nan	nan	0.198148
LL-4	115.5	nan	nan	nan	nan	nan	nan	nan	nan	0.198117
LL-4	116.0	nan	nan	nan	nan	nan	nan	nan	nan	0.198086
LL-4	116.5	nan	nan	nan	nan	nan	nan	nan	nan	0.198056
LL-4	117.0	nan	nan	nan	nan	nan	nan	nan	nan	0.198025
LL-4	117.5	nan	nan	nan	nan	nan	nan	nan	nan	0.197994
LL-4	118.0	nan	nan	nan	nan	nan	nan	nan	nan	0.197964
LL-4	118.5	nan	nan	nan	nan	nan	nan	nan	nan	0.197933
